,DATE,DailyAverageDryBulbTemperature,DailyAverageSeaLevelPressure,DailyAverageStationPressure
6223,2013-07-02 15:53:00,,,
6224,2013-07-02 16:53:00,,,
6225,2013-07-02 17:53:00,,,
6226,2013-07-02 18:53:00,,,
6227,2013-07-02 19:53:00,,,
6228,2013-07-02 20:53:00,,,
6229,2013-07-02 21:53:00,,,
6230,2013-07-02 22:53:00,,,
6231,2013-07-02 23:53:00,,,
6232,2013-07-02 23:59:00,77.0,29.97,29.64
6233,2013-07-03 00:53:00,,,
6234,2013-07-03 01:53:00,,,
6235,2013-07-03 02:53:00,,,
6236,2013-07-03 03:53:00,,,
6237,2013-07-03 04:53:00,,,
6238,2013-07-03 05:53:00,,,
6239,2013-07-03 06:53:00,,,
6240,2013-07-03 07:53:00,,,
6241,2013-07-03 08:53:00,,,
6242,2013-07-03 09:53:00,,,
6243,2013-07-03 10:53:00,,,
6244,2013-07-03 11:53:00,,,
6245,2013-07-03 12:53:00,,,
6246,2013-07-03 13:53:00,,,
6247,2013-07-03 14:53:00,,,
6248,2013-07-03 15:53:00,,,
6249,2013-07-03 16:53:00,,,
6250,2013-07-03 17:53:00,,,
6251,2013-07-03 18:53:00,,,
6252,2013-07-03 19:53:00,,,
6253,2013-07-03 20:53:00,,,
6254,2013-07-03 21:53:00,,,
6255,2013-07-03 22:53:00,,,
6256,2013-07-03 23:53:00,,,
6257,2013-07-03 23:59:00,77.0,30.0,29.65
6258,2013-07-04 00:53:00,,,
6259,2013-07-04 01:53:00,,,
6260,2013-07-04 02:53:00,,,
6261,2013-07-04 03:53:00,,,
6262,2013-07-04 04:53:00,,,
6263,2013-07-04 05:53:00,,,
6264,2013-07-04 06:53:00,,,
6265,2013-07-04 07:14:00,,,
6266,2013-07-04 07:39:00,,,
6267,2013-07-04 07:51:00,,,
6268,2013-07-04 07:53:00,,,
6269,2013-07-04 08:00:00,,,
6270,2013-07-04 08:34:00,,,
6271,2013-07-04 08:53:00,,,
6272,2013-07-04 09:37:00,,,
6273,2013-07-04 09:45:00,,,
6274,2013-07-04 09:53:00,,,
6275,2013-07-04 10:53:00,,,
6276,2013-07-04 11:53:00,,,
6277,2013-07-04 12:53:00,,,
6278,2013-07-04 13:53:00,,,
6279,2013-07-04 14:53:00,,,
6280,2013-07-04 15:53:00,,,
6281,2013-07-04 16:53:00,,,
6282,2013-07-04 17:53:00,,,
6283,2013-07-04 18:53:00,,,
6284,2013-07-04 19:53:00,,,
6285,2013-07-04 20:53:00,,,
6286,2013-07-04 21:53:00,,,
6287,2013-07-04 22:53:00,,,
6288,2013-07-04 23:53:00,,,
6289,2013-07-04 23:59:00,80.0,29.96,29.62
6290,2013-07-05 00:53:00,,,
6291,2013-07-05 01:53:00,,,
6292,2013-07-05 02:53:00,,,
6293,2013-07-05 03:53:00,,,
6294,2013-07-05 04:53:00,,,
6295,2013-07-05 05:53:00,,,
6296,2013-07-05 06:53:00,,,
6297,2013-07-05 07:53:00,,,
6298,2013-07-05 08:53:00,,,
6299,2013-07-05 09:53:00,,,
6300,2013-07-05 10:53:00,,,
6301,2013-07-05 11:10:00,,,
6302,2013-07-05 11:28:00,,,
6303,2013-07-05 11:36:00,,,
6304,2013-07-05 11:53:00,,,
6305,2013-07-05 12:00:00,,,
6306,2013-07-05 12:13:00,,,
6307,2013-07-05 12:44:00,,,
6308,2013-07-05 12:53:00,,,
6309,2013-07-05 13:53:00,,,
6310,2013-07-05 14:53:00,,,
6311,2013-07-05 15:27:00,,,
6312,2013-07-05 15:41:00,,,
6313,2013-07-05 15:53:00,,,
6314,2013-07-05 16:51:00,,,
6315,2013-07-05 16:53:00,,,
6316,2013-07-05 17:37:00,,,
6317,2013-07-05 17:50:00,,,
6318,2013-07-05 17:53:00,,,
6319,2013-07-05 18:53:00,,,
6320,2013-07-05 19:53:00,,,
6321,2013-07-05 20:53:00,,,
6322,2013-07-05 21:53:00,,,
6323,2013-07-05 22:23:00,,,
6324,2013-07-05 22:53:00,,,
6325,2013-07-05 23:53:00,,,
6326,2013-07-05 23:59:00,75.0,29.99,29.65
6327,2013-07-06 00:53:00,,,
6328,2013-07-06 01:53:00,,,
6329,2013-07-06 02:53:00,,,
6330,2013-07-06 03:53:00,,,
6331,2013-07-06 04:17:00,,,
6332,2013-07-06 04:53:00,,,
6333,2013-07-06 05:21:00,,,
6334,2013-07-06 05:53:00,,,
6335,2013-07-06 06:03:00,,,
6336,2013-07-06 06:48:00,,,
6337,2013-07-06 06:53:00,,,
6338,2013-07-06 07:16:00,,,
6339,2013-07-06 07:51:00,,,
6340,2013-07-06 07:53:00,,,
6341,2013-07-06 08:42:00,,,
6342,2013-07-06 08:53:00,,,
6343,2013-07-06 09:08:00,,,
6344,2013-07-06 09:53:00,,,
6345,2013-07-06 10:33:00,,,
6346,2013-07-06 10:53:00,,,
6347,2013-07-06 11:53:00,,,
6348,2013-07-06 12:53:00,,,
6349,2013-07-06 13:53:00,,,
6350,2013-07-06 14:53:00,,,
6351,2013-07-06 15:53:00,,,
6352,2013-07-06 16:53:00,,,
6353,2013-07-06 17:53:00,,,
6354,2013-07-06 18:51:00,,,
6355,2013-07-06 18:53:00,,,
6356,2013-07-06 19:42:00,,,
6357,2013-07-06 19:53:00,,,
6358,2013-07-06 20:01:00,,,
6359,2013-07-06 20:38:00,,,
6360,2013-07-06 20:53:00,,,
6361,2013-07-06 21:40:00,,,
6362,2013-07-06 21:53:00,,,
6363,2013-07-06 22:51:00,,,
6364,2013-07-06 22:53:00,,,
6365,2013-07-06 23:04:00,,,
6366,2013-07-06 23:14:00,,,
6367,2013-07-06 23:53:00,,,
6368,2013-07-06 23:59:00,78.0,30.0,29.65
6369,2013-07-07 00:53:00,,,
6370,2013-07-07 01:53:00,,,
6371,2013-07-07 02:02:00,,,
6372,2013-07-07 02:10:00,,,
6373,2013-07-07 02:33:00,,,
6374,2013-07-07 02:53:00,,,
6375,2013-07-07 03:51:00,,,
6376,2013-07-07 03:53:00,,,
6377,2013-07-07 04:53:00,,,
6378,2013-07-07 05:53:00,,,
6379,2013-07-07 06:53:00,,,
6380,2013-07-07 07:53:00,,,
6381,2013-07-07 08:21:00,,,
6382,2013-07-07 08:53:00,,,
6383,2013-07-07 09:53:00,,,
6384,2013-07-07 10:43:00,,,
6385,2013-07-07 10:53:00,,,
6386,2013-07-07 11:53:00,,,
6387,2013-07-07 12:53:00,,,
6388,2013-07-07 13:53:00,,,
6389,2013-07-07 14:53:00,,,
6390,2013-07-07 15:53:00,,,
6391,2013-07-07 16:53:00,,,
6392,2013-07-07 17:53:00,,,
6393,2013-07-07 18:53:00,,,
6394,2013-07-07 19:53:00,,,
6395,2013-07-07 20:33:00,,,
6396,2013-07-07 20:53:00,,,
6397,2013-07-07 21:53:00,,,
6398,2013-07-07 22:53:00,,,
6399,2013-07-07 23:40:00,,,
6400,2013-07-07 23:51:00,,,
6401,2013-07-07 23:53:00,,,
6402,2013-07-07 23:59:00,82.0,30.04,29.69
6403,2013-07-08 00:39:00,,,
6404,2013-07-08 00:53:00,,,
6405,2013-07-08 01:53:00,,,
6406,2013-07-08 02:12:00,,,
6407,2013-07-08 02:51:00,,,
6408,2013-07-08 02:53:00,,,
6409,2013-07-08 03:53:00,,,
6410,2013-07-08 04:53:00,,,
6411,2013-07-08 05:12:00,,,
6412,2013-07-08 05:53:00,,,
6413,2013-07-08 06:53:00,,,
6414,2013-07-08 07:53:00,,,
6415,2013-07-08 08:53:00,,,
6416,2013-07-08 09:53:00,,,
6417,2013-07-08 10:24:00,,,
6418,2013-07-08 10:31:00,,,
6419,2013-07-08 10:53:00,,,
6420,2013-07-08 11:53:00,,,
6421,2013-07-08 12:53:00,,,
6422,2013-07-08 13:53:00,,,
6423,2013-07-08 14:53:00,,,
6424,2013-07-08 15:53:00,,,
6425,2013-07-08 16:53:00,,,
6426,2013-07-08 17:53:00,,,
6427,2013-07-08 18:53:00,,,
6428,2013-07-08 19:53:00,,,
6429,2013-07-08 20:53:00,,,
6430,2013-07-08 21:53:00,,,
6431,2013-07-08 22:53:00,,,
6432,2013-07-08 23:53:00,,,
6433,2013-07-08 23:59:00,82.0,30.11,29.77
6434,2013-07-09 00:53:00,,,
6435,2013-07-09 01:53:00,,,
6436,2013-07-09 02:53:00,,,
6437,2013-07-09 03:53:00,,,
6438,2013-07-09 04:53:00,,,
6439,2013-07-09 05:53:00,,,
6440,2013-07-09 06:46:00,,,
6441,2013-07-09 06:53:00,,,
6442,2013-07-09 07:06:00,,,
6443,2013-07-09 07:40:00,,,
6444,2013-07-09 07:51:00,,,
6445,2013-07-09 07:53:00,,,
6446,2013-07-09 08:22:00,,,
6447,2013-07-09 08:53:00,,,
6448,2013-07-09 09:09:00,,,
6449,2013-07-09 09:53:00,,,
6450,2013-07-09 10:53:00,,,
6451,2013-07-09 11:53:00,,,
6452,2013-07-09 12:53:00,,,
6453,2013-07-09 13:53:00,,,
6454,2013-07-09 14:53:00,,,
6455,2013-07-09 15:53:00,,,
6456,2013-07-09 16:53:00,,,
6457,2013-07-09 17:53:00,,,
6458,2013-07-09 18:53:00,,,
6459,2013-07-09 19:53:00,,,
6460,2013-07-09 20:53:00,,,
6461,2013-07-09 21:53:00,,,
6462,2013-07-09 22:53:00,,,
6463,2013-07-09 23:53:00,,,
6464,2013-07-09 23:59:00,84.0,30.1,29.75
6465,2013-07-10 00:53:00,,,
6466,2013-07-10 01:53:00,,,
6467,2013-07-10 02:53:00,,,
6468,2013-07-10 03:53:00,,,
6469,2013-07-10 04:53:00,,,
6470,2013-07-10 05:53:00,,,
6471,2013-07-10 06:53:00,,,
6472,2013-07-10 07:53:00,,,
6473,2013-07-10 08:53:00,,,
6474,2013-07-10 09:53:00,,,
6475,2013-07-10 10:53:00,,,
6476,2013-07-10 11:53:00,,,
6477,2013-07-10 12:53:00,,,
6478,2013-07-10 13:53:00,,,
6479,2013-07-10 14:53:00,,,
6480,2013-07-10 15:53:00,,,
6481,2013-07-10 16:53:00,,,
6482,2013-07-10 17:53:00,,,
6483,2013-07-10 18:53:00,,,
6484,2013-07-10 19:53:00,,,
6485,2013-07-10 20:53:00,,,
6486,2013-07-10 21:53:00,,,
6487,2013-07-10 22:53:00,,,
6488,2013-07-10 23:53:00,,,
6489,2013-07-10 23:59:00,84.0,30.02,29.66
6490,2013-07-11 00:53:00,,,
6491,2013-07-11 01:53:00,,,
6492,2013-07-11 02:53:00,,,
6493,2013-07-11 03:53:00,,,
6494,2013-07-11 04:16:00,,,
6495,2013-07-11 04:28:00,,,
6496,2013-07-11 04:53:00,,,
6497,2013-07-11 05:00:00,,,
6498,2013-07-11 05:21:00,,,
6499,2013-07-11 05:53:00,,,
6500,2013-07-11 06:53:00,,,
6501,2013-07-11 07:51:00,,,
6502,2013-07-11 07:53:00,,,
6503,2013-07-11 08:17:00,,,
6504,2013-07-11 08:53:00,,,
6505,2013-07-11 09:18:00,,,
6506,2013-07-11 09:37:00,,,
6507,2013-07-11 09:53:00,,,
6508,2013-07-11 10:09:00,,,
6509,2013-07-11 10:21:00,,,
6510,2013-07-11 10:35:00,,,
6511,2013-07-11 10:48:00,,,
6512,2013-07-11 10:50:00,,,
6513,2013-07-11 10:53:00,,,
6514,2013-07-11 11:02:00,,,
6515,2013-07-11 11:06:00,,,
6516,2013-07-11 11:08:00,,,
6517,2013-07-11 11:10:00,,,
6518,2013-07-11 11:43:00,,,
6519,2013-07-11 11:51:00,,,
6520,2013-07-11 11:53:00,,,
6521,2013-07-11 12:02:00,,,
6522,2013-07-11 12:32:00,,,
6523,2013-07-11 12:53:00,,,
6524,2013-07-11 13:53:00,,,
6525,2013-07-11 14:53:00,,,
6526,2013-07-11 15:53:00,,,
6527,2013-07-11 16:53:00,,,
6528,2013-07-11 17:53:00,,,
6529,2013-07-11 18:53:00,,,
6530,2013-07-11 19:53:00,,,
6531,2013-07-11 20:53:00,,,
6532,2013-07-11 21:53:00,,,
6533,2013-07-11 22:53:00,,,
6534,2013-07-11 23:53:00,,,
6535,2013-07-11 23:59:00,76.0,29.95,29.59
6536,2013-07-12 00:53:00,,,
6537,2013-07-12 01:28:00,,,
6538,2013-07-12 01:48:00,,,
6539,2013-07-12 01:53:00,,,
6540,2013-07-12 02:37:00,,,
6541,2013-07-12 02:53:00,,,
6542,2013-07-12 03:04:00,,,
6543,2013-07-12 03:07:00,,,
6544,2013-07-12 03:33:00,,,
6545,2013-07-12 03:43:00,,,
6546,2013-07-12 03:53:00,,,
6547,2013-07-12 04:51:00,,,
6548,2013-07-12 04:53:00,,,
6549,2013-07-12 05:04:00,,,
6550,2013-07-12 05:15:00,,,
6551,2013-07-12 05:51:00,,,
6552,2013-07-12 05:53:00,,,
6553,2013-07-12 06:45:00,,,
6554,2013-07-12 06:51:00,,,
6555,2013-07-12 06:53:00,,,
6556,2013-07-12 07:53:00,,,
6557,2013-07-12 08:06:00,,,
6558,2013-07-12 08:53:00,,,
6559,2013-07-12 09:53:00,,,
6560,2013-07-12 10:00:00,,,
6561,2013-07-12 10:09:00,,,
6562,2013-07-12 10:51:00,,,
6563,2013-07-12 10:53:00,,,
6564,2013-07-12 11:04:00,,,
6565,2013-07-12 11:53:00,,,
6566,2013-07-12 12:53:00,,,
6567,2013-07-12 13:53:00,,,
6568,2013-07-12 14:53:00,,,
6569,2013-07-12 15:53:00,,,
6570,2013-07-12 16:53:00,,,
6571,2013-07-12 17:53:00,,,
6572,2013-07-12 18:53:00,,,
6573,2013-07-12 19:53:00,,,
6574,2013-07-12 20:53:00,,,
6575,2013-07-12 21:53:00,,,
6576,2013-07-12 22:53:00,,,
6577,2013-07-12 23:53:00,,,
6578,2013-07-12 23:59:00,80.0,29.92,29.57
6579,2013-07-13 00:53:00,,,
6580,2013-07-13 01:53:00,,,
6581,2013-07-13 02:53:00,,,
6582,2013-07-13 03:53:00,,,
6583,2013-07-13 04:53:00,,,
6584,2013-07-13 05:53:00,,,
6585,2013-07-13 06:53:00,,,
6586,2013-07-13 07:53:00,,,
6587,2013-07-13 08:53:00,,,
6588,2013-07-13 09:53:00,,,
6589,2013-07-13 10:53:00,,,
6590,2013-07-13 11:53:00,,,
6591,2013-07-13 12:53:00,,,
6592,2013-07-13 13:53:00,,,
6593,2013-07-13 14:53:00,,,
6594,2013-07-13 15:53:00,,,
6595,2013-07-13 16:53:00,,,
6596,2013-07-13 17:53:00,,,
6597,2013-07-13 18:53:00,,,
6598,2013-07-13 19:53:00,,,
6599,2013-07-13 20:53:00,,,
6600,2013-07-13 21:53:00,,,
6601,2013-07-13 22:53:00,,,
6602,2013-07-13 23:53:00,,,
6603,2013-07-13 23:59:00,77.0,29.93,29.59
6604,2013-07-14 00:53:00,,,
6605,2013-07-14 01:53:00,,,
6606,2013-07-14 02:53:00,,,
6607,2013-07-14 03:53:00,,,
6608,2013-07-14 04:53:00,,,
6609,2013-07-14 05:53:00,,,
6610,2013-07-14 06:53:00,,,
6611,2013-07-14 07:53:00,,,
6612,2013-07-14 08:53:00,,,
6613,2013-07-14 09:33:00,,,
6614,2013-07-14 09:49:00,,,
6615,2013-07-14 09:53:00,,,
6616,2013-07-14 10:53:00,,,
6617,2013-07-14 11:13:00,,,
6618,2013-07-14 11:44:00,,,
6619,2013-07-14 11:53:00,,,
6620,2013-07-14 12:03:00,,,
6621,2013-07-14 12:29:00,,,
6622,2013-07-14 12:53:00,,,
6623,2013-07-14 13:53:00,,,
6624,2013-07-14 14:53:00,,,
6625,2013-07-14 15:53:00,,,
6626,2013-07-14 16:53:00,,,
6627,2013-07-14 17:14:00,,,
6628,2013-07-14 17:39:00,,,
6629,2013-07-14 17:51:00,,,
6630,2013-07-14 17:53:00,,,
6631,2013-07-14 17:57:00,,,
6632,2013-07-14 18:53:00,,,
6633,2013-07-14 19:53:00,,,
6634,2013-07-14 20:53:00,,,
6635,2013-07-14 21:53:00,,,
6636,2013-07-14 22:53:00,,,
6637,2013-07-14 23:53:00,,,
6638,2013-07-14 23:59:00,79.0,29.97,29.65
6639,2013-07-15 00:53:00,,,
6640,2013-07-15 01:53:00,,,
6641,2013-07-15 02:53:00,,,
6642,2013-07-15 03:53:00,,,
6643,2013-07-15 04:53:00,,,
6644,2013-07-15 05:36:00,,,
6645,2013-07-15 05:53:00,,,
6646,2013-07-15 06:13:00,,,
6647,2013-07-15 06:35:00,,,
6648,2013-07-15 06:53:00,,,
6649,2013-07-15 07:02:00,,,
6650,2013-07-15 07:26:00,,,
6651,2013-07-15 07:53:00,,,
6652,2013-07-15 08:53:00,,,
6653,2013-07-15 09:11:00,,,
6654,2013-07-15 09:44:00,,,
6655,2013-07-15 09:53:00,,,
6656,2013-07-15 10:35:00,,,
6657,2013-07-15 10:53:00,,,
6658,2013-07-15 11:05:00,,,
6659,2013-07-15 11:53:00,,,
6660,2013-07-15 12:53:00,,,
6661,2013-07-15 13:53:00,,,
6662,2013-07-15 14:53:00,,,
6663,2013-07-15 15:53:00,,,
6664,2013-07-15 16:53:00,,,
6665,2013-07-15 17:53:00,,,
6666,2013-07-15 18:53:00,,,
6667,2013-07-15 19:53:00,,,
6668,2013-07-15 20:26:00,,,
6669,2013-07-15 20:53:00,,,
6670,2013-07-15 21:31:00,,,
6671,2013-07-15 21:53:00,,,
6672,2013-07-15 22:53:00,,,
6673,2013-07-15 23:53:00,,,
6674,2013-07-15 23:59:00,81.0,30.08,29.75
6675,2013-07-16 00:53:00,,,
6676,2013-07-16 01:53:00,,,
6677,2013-07-16 02:53:00,,,
6678,2013-07-16 03:53:00,,,
6679,2013-07-16 04:53:00,,,
6680,2013-07-16 05:51:00,,,
6681,2013-07-16 05:53:00,,,
6682,2013-07-16 06:53:00,,,
6683,2013-07-16 07:02:00,,,
6684,2013-07-16 07:53:00,,,
6685,2013-07-16 08:21:00,,,
6686,2013-07-16 08:28:00,,,
6687,2013-07-16 08:53:00,,,
6688,2013-07-16 09:37:00,,,
6689,2013-07-16 09:44:00,,,
6690,2013-07-16 09:51:00,,,
6691,2013-07-16 09:53:00,,,
6692,2013-07-16 10:05:00,,,
6693,2013-07-16 10:40:00,,,
6694,2013-07-16 10:53:00,,,
6695,2013-07-16 11:53:00,,,
6696,2013-07-16 12:53:00,,,
6697,2013-07-16 13:53:00,,,
6698,2013-07-16 14:53:00,,,
6699,2013-07-16 15:05:00,,,
6700,2013-07-16 15:53:00,,,
6701,2013-07-16 16:53:00,,,
6702,2013-07-16 17:53:00,,,
6703,2013-07-16 18:53:00,,,
6704,2013-07-16 19:53:00,,,
6705,2013-07-16 20:53:00,,,
6706,2013-07-16 21:53:00,,,
6707,2013-07-16 22:53:00,,,
6708,2013-07-16 23:53:00,,,
6709,2013-07-16 23:59:00,82.0,30.15,29.82
6710,2013-07-17 00:53:00,,,
6711,2013-07-17 01:53:00,,,
6712,2013-07-17 02:53:00,,,
6713,2013-07-17 03:53:00,,,
6714,2013-07-17 04:53:00,,,
6715,2013-07-17 05:53:00,,,
6716,2013-07-17 06:53:00,,,
6717,2013-07-17 07:53:00,,,
6718,2013-07-17 08:53:00,,,
6719,2013-07-17 09:53:00,,,
6720,2013-07-17 10:53:00,,,
6721,2013-07-17 11:53:00,,,
6722,2013-07-17 12:53:00,,,
6723,2013-07-17 13:53:00,,,
6724,2013-07-17 14:53:00,,,
6725,2013-07-17 15:53:00,,,
6726,2013-07-17 16:53:00,,,
6727,2013-07-17 17:53:00,,,
6728,2013-07-17 18:53:00,,,
6729,2013-07-17 19:53:00,,,
6730,2013-07-17 20:53:00,,,
6731,2013-07-17 21:53:00,,,
6732,2013-07-17 22:53:00,,,
6733,2013-07-17 23:53:00,,,
6734,2013-07-17 23:59:00,84.0,30.18,29.83
6735,2013-07-18 00:53:00,,,
6736,2013-07-18 01:53:00,,,
6737,2013-07-18 02:53:00,,,
6738,2013-07-18 03:53:00,,,
6739,2013-07-18 04:53:00,,,
6740,2013-07-18 05:53:00,,,
6741,2013-07-18 06:53:00,,,
6742,2013-07-18 07:53:00,,,
6743,2013-07-18 08:53:00,,,
6744,2013-07-18 09:53:00,,,
6745,2013-07-18 10:53:00,,,
6746,2013-07-18 11:53:00,,,
6747,2013-07-18 12:53:00,,,
6748,2013-07-18 13:53:00,,,
6749,2013-07-18 14:33:00,,,
6750,2013-07-18 14:41:00,,,
6751,2013-07-18 14:53:00,,,
6752,2013-07-18 15:46:00,,,
6753,2013-07-18 15:53:00,,,
6754,2013-07-18 16:06:00,,,
6755,2013-07-18 16:14:00,,,
6756,2013-07-18 16:53:00,,,
6757,2013-07-18 17:53:00,,,
6758,2013-07-18 18:05:00,,,
6759,2013-07-18 18:53:00,,,
6760,2013-07-18 19:25:00,,,
6761,2013-07-18 19:38:00,,,
6762,2013-07-18 19:53:00,,,
6763,2013-07-18 20:07:00,,,
6764,2013-07-18 20:53:00,,,
6765,2013-07-18 21:00:00,,,
6766,2013-07-18 21:08:00,,,
6767,2013-07-18 21:53:00,,,
6768,2013-07-18 22:21:00,,,
6769,2013-07-18 22:30:00,,,
6770,2013-07-18 22:53:00,,,
6771,2013-07-18 23:00:00,,,
6772,2013-07-18 23:14:00,,,
6773,2013-07-18 23:51:00,,,
6774,2013-07-18 23:53:00,,,
6775,2013-07-18 23:59:00,81.0,30.09,29.72
6776,2013-07-19 00:03:00,,,
6777,2013-07-19 00:13:00,,,
6778,2013-07-19 00:41:00,,,
6779,2013-07-19 00:48:00,,,
6780,2013-07-19 00:53:00,,,
6781,2013-07-19 01:26:00,,,
6782,2013-07-19 01:53:00,,,
6783,2013-07-19 02:40:00,,,
6784,2013-07-19 02:51:00,,,
6785,2013-07-19 02:53:00,,,
6786,2013-07-19 03:53:00,,,
6787,2013-07-19 04:51:00,,,
6788,2013-07-19 04:53:00,,,
6789,2013-07-19 05:23:00,,,
6790,2013-07-19 05:30:00,,,
6791,2013-07-19 05:44:00,,,
6792,2013-07-19 05:53:00,,,
6793,2013-07-19 06:02:00,,,
6794,2013-07-19 06:15:00,,,
6795,2013-07-19 06:25:00,,,
6796,2013-07-19 06:32:00,,,
6797,2013-07-19 06:53:00,,,
6798,2013-07-19 07:04:00,,,
6799,2013-07-19 07:36:00,,,
6800,2013-07-19 07:44:00,,,
6801,2013-07-19 07:53:00,,,
6802,2013-07-19 08:48:00,,,
6803,2013-07-19 08:53:00,,,
6804,2013-07-19 09:04:00,,,
6805,2013-07-19 09:29:00,,,
6806,2013-07-19 09:46:00,,,
6807,2013-07-19 09:53:00,,,
6808,2013-07-19 10:53:00,,,
6809,2013-07-19 11:53:00,,,
6810,2013-07-19 12:53:00,,,
6811,2013-07-19 13:53:00,,,
6812,2013-07-19 14:53:00,,,
6813,2013-07-19 15:53:00,,,
6814,2013-07-19 16:53:00,,,
6815,2013-07-19 17:53:00,,,
6816,2013-07-19 18:53:00,,,
6817,2013-07-19 19:53:00,,,
6818,2013-07-19 20:53:00,,,
6819,2013-07-19 21:53:00,,,
6820,2013-07-19 22:53:00,,,
6821,2013-07-19 23:53:00,,,
6822,2013-07-19 23:59:00,81.0,30.02,29.65
6823,2013-07-20 00:53:00,,,
6824,2013-07-20 01:53:00,,,
6825,2013-07-20 02:53:00,,,
6826,2013-07-20 03:53:00,,,
6827,2013-07-20 04:53:00,,,
6828,2013-07-20 05:11:00,,,
6829,2013-07-20 05:16:00,,,
6830,2013-07-20 05:51:00,,,
6831,2013-07-20 05:53:00,,,
6832,2013-07-20 06:01:00,,,
6833,2013-07-20 06:18:00,,,
6834,2013-07-20 06:33:00,,,
6835,2013-07-20 06:53:00,,,
6836,2013-07-20 07:53:00,,,
6837,2013-07-20 08:53:00,,,
6838,2013-07-20 09:53:00,,,
6839,2013-07-20 10:53:00,,,
6840,2013-07-20 11:53:00,,,
6841,2013-07-20 12:53:00,,,
6842,2013-07-20 13:53:00,,,
6843,2013-07-20 14:53:00,,,
6844,2013-07-20 15:53:00,,,
6845,2013-07-20 16:53:00,,,
6846,2013-07-20 17:51:00,,,
6847,2013-07-20 17:53:00,,,
6848,2013-07-20 18:33:00,,,
6849,2013-07-20 18:53:00,,,
6850,2013-07-20 19:53:00,,,
6851,2013-07-20 20:53:00,,,
6852,2013-07-20 21:53:00,,,
6853,2013-07-20 22:53:00,,,
6854,2013-07-20 23:53:00,,,
6855,2013-07-20 23:59:00,83.0,29.95,29.6
6856,2013-07-21 00:53:00,,,
6857,2013-07-21 01:53:00,,,
6858,2013-07-21 02:53:00,,,
6859,2013-07-21 03:53:00,,,
6860,2013-07-21 04:53:00,,,
6861,2013-07-21 05:53:00,,,
6862,2013-07-21 06:53:00,,,
6863,2013-07-21 07:53:00,,,
6864,2013-07-21 08:25:00,,,
6865,2013-07-21 08:51:00,,,
6866,2013-07-21 08:53:00,,,
6867,2013-07-21 09:53:00,,,
6868,2013-07-21 10:53:00,,,
6869,2013-07-21 11:53:00,,,
6870,2013-07-21 12:53:00,,,
6871,2013-07-21 13:53:00,,,
6872,2013-07-21 14:53:00,,,
6873,2013-07-21 15:53:00,,,
6874,2013-07-21 16:53:00,,,
6875,2013-07-21 17:53:00,,,
6876,2013-07-21 18:53:00,,,
6877,2013-07-21 19:53:00,,,
6878,2013-07-21 20:53:00,,,
6879,2013-07-21 21:53:00,,,
6880,2013-07-21 22:53:00,,,
6881,2013-07-21 23:53:00,,,
6882,2013-07-21 23:59:00,82.0,29.97,29.63
6883,2013-07-22 00:53:00,,,
6884,2013-07-22 01:53:00,,,
6885,2013-07-22 02:53:00,,,
6886,2013-07-22 03:53:00,,,
6887,2013-07-22 04:53:00,,,
6888,2013-07-22 05:23:00,,,
6889,2013-07-22 05:34:00,,,
6890,2013-07-22 05:53:00,,,
6891,2013-07-22 06:53:00,,,
6892,2013-07-22 07:51:00,,,
6893,2013-07-22 07:53:00,,,
6894,2013-07-22 08:53:00,,,
6895,2013-07-22 09:06:00,,,
6896,2013-07-22 09:53:00,,,
6897,2013-07-22 10:12:00,,,
6898,2013-07-22 10:45:00,,,
6899,2013-07-22 10:51:00,,,
6900,2013-07-22 10:53:00,,,
6901,2013-07-22 11:53:00,,,
6902,2013-07-22 12:53:00,,,
6903,2013-07-22 13:53:00,,,
6904,2013-07-22 14:53:00,,,
6905,2013-07-22 15:53:00,,,
6906,2013-07-22 16:53:00,,,
6907,2013-07-22 17:53:00,,,
6908,2013-07-22 18:53:00,,,
6909,2013-07-22 19:53:00,,,
6910,2013-07-22 20:53:00,,,
6911,2013-07-22 21:53:00,,,
6912,2013-07-22 22:53:00,,,
6913,2013-07-22 23:53:00,,,
6914,2013-07-22 23:59:00,83.0,29.97,29.63
6915,2013-07-23 00:53:00,,,
6916,2013-07-23 01:53:00,,,
6917,2013-07-23 02:53:00,,,
6918,2013-07-23 03:18:00,,,
6919,2013-07-23 03:53:00,,,
6920,2013-07-23 04:53:00,,,
6921,2013-07-23 05:02:00,,,
6922,2013-07-23 05:53:00,,,
6923,2013-07-23 06:53:00,,,
6924,2013-07-23 07:00:00,,,
6925,2013-07-23 07:53:00,,,
6926,2013-07-23 08:53:00,,,
6927,2013-07-23 09:53:00,,,
6928,2013-07-23 10:53:00,,,
6929,2013-07-23 11:53:00,,,
6930,2013-07-23 12:53:00,,,
6931,2013-07-23 13:53:00,,,
6932,2013-07-23 14:53:00,,,
6933,2013-07-23 15:53:00,,,
6934,2013-07-23 16:53:00,,,
6935,2013-07-23 17:53:00,,,
6936,2013-07-23 18:53:00,,,
6937,2013-07-23 19:53:00,,,
6938,2013-07-23 20:53:00,,,
6939,2013-07-23 21:53:00,,,
6940,2013-07-23 22:53:00,,,
6941,2013-07-23 23:53:00,,,
6942,2013-07-23 23:59:00,86.0,29.94,29.59
6943,2013-07-24 00:53:00,,,
6944,2013-07-24 01:53:00,,,
6945,2013-07-24 02:53:00,,,
